Restaurant Name,Location,Review,Cuisine,Longitude,Latitude
Zlatna Moruna,"Ulica Mlade Bosne, Visegrad 73240 Bosnia and Herzegovina",4.5 ,"Reservations, Table Service, Seating",19.2933828,43.7850274
Ćevabdzinica Kasaba,"Andricgrad Bb, Visegrad 73240 Bosnia and Herzegovina",3.5 ,"Barbecue, Eastern European",19.2941025,43.7861347
Restoran Mandić,"Vojvode Stepe 88A, Visegrad 73240 Bosnia and Herzegovina",4.5 ,Reservations,19.2950365,43.7933253
Belverde,"Druge Podrinjske Brigade 42A, Visegrad 73240 Bosnia and Herzegovina",5.0 ,NONE,19.2904093,43.7829147
Carev Most,"Donji Dobrun Bb, Visegrad 73240 Bosnia and Herzegovina",5.0 ,NONE,19.4038337,43.7502796
Caffe Pizzeria SPORT,"Trg palih boraca, Visegrad 73240 Bosnia and Herzegovina",3.5 ,NONE,19.2898543,43.7820506
Restaurant Vilina Vlas,"Visegradska Banja, Visegrad 73240 Bosnia and Herzegovina",3.5 ,NONE,19.3098429,43.8185259
Poslasticarnica Andricgrad,"Mlada Bosna Street Andricgrad, Visegrad 73240 Bosnia and Herzegovina",3.0 ,NONE,19.2941025,43.7861347
intermezzocaffe,"Trg Palih boraca 5, Visegrad 73240 Bosnia and Herzegovina",NONE,"Breakfast, Brunch, Drinks",19.2896458,43.7819967
Restoran Ušće Višegrad,"Ive Andrića bb, Višegrad, Visegrad 73240 Bosnia and Herzegovina",NONE,"Breakfast, Lunch, Dinner",19.2903351,43.7856303
